Song,Moods,Styles,Vocals,Speaker,Skills,Timbres,Score,Split
MT0000825920,"Amiable/Good-Natured,Calm/Peaceful,Cheerful,Delicate,Earnest,Elegant,Gentle,Happy,Innocent,Poignant,Precious,Refined,Sentimental,Smooth,Soothing,Sweet,Warm","Big Band,Christmas,Holidays,Swing,Traditional Pop,Vocal Pop",Alto-2_Mixed_Voice_and_Falsetto_My_Heart_Will_Go_On_Control_Group_0000.wav,Alto-2,"vibrato, legato","bright, gentle, clear",0.625,train
MT0005974256,"Brooding,Cathartic,Fiery,Nocturnal,Rousing,Tense/Anxious,Visceral,Volatile","Alternative/Indie Rock,Indie Rock",M2-AnyDreamWillDo-Pop-正常33.wav,M2,"vibrato, legato","gentle, clear",0.135,train
MT0014121590,"Acerbic,Aggressive,Angry,Bitter,Brash,Confident,Confrontational,Dramatic,Earnest,Fierce,Harsh,Lively,Nihilistic,Rebellious,Reckless,Rousing,Street-Smart,Tense/Anxious,Visceral,Volatile","Alternative Metal,Heavy Metal",Tenor-1_Mixed_Voice_and_Falsetto_Cardigan_Control_Group_0008.wav,Tenor-1,"vibrato, head voice, controlled dynamics","gentle, clear, smooth",0.025,train
MT0003264792,"Bittersweet,Calm/Peaceful,Dreamy,Laid-Back/Mellow,Melancholy,Plaintive,Restrained,Slick,Smooth,Soft/Quiet,Sprawling,Street-Smart","Party Rap,Pop-Rap,Urban",Tenor-1_Pharyngeal_You_Belong_With_Me_Pharyngeal_Group_0005.wav,Tenor-1,"vibrato, belting, falsetto","bright, clear, smooth",0.925,train
A077-122,"Hedonistic,Happy,Rousing,Joyous,Energetic,Fun,Bright,Celebratory,Exuberant",,M1-MamaDontDance-HardRock-欢快夸张06.wav,M1,"vibrato, focused projection","reedy, focused, thin",0.685,train
MT0003922883,"Agreeable,Calm/Peaceful,Positive,Romantic","Deep Soul,Soul,Southern Soul",F1-CityOfStars-Jazz-正常23.wav,F1,"vibrato, legato","gentle, warm, airy",0.125,train
MT0002057142,"Bittersweet,Bleak,Brooding,Cold,Eerie,Intimate,Melancholy,Poignant,Reflective","Alternative Pop/Rock,Alternative/Indie Rock,Goth Rock,Post-Punk",F2-ThinkOfMe-ChineseFolk-抒情22.wav,F2,"vibrato, legato","gentle, airy, clear",0.965,train
MT0007191313,"Atmospheric,Bittersweet,Laid-Back/Mellow,Melancholy,Organic,Reflective,Relaxed,Reserved,Rousing,Searching,Sentimental,Smooth,Sophisticated,Stylish,Warm,Wistful","Alternative Pop/Rock,Alternative/Indie Rock,Club/Dance,Downbeat",Alto-2_Breathy_Someone_Like_You_Breathy_Group_0010.wav,Alto-2,"vibrato, belting","bright, clear, warm",0.875,train
MT0007269020,"Aggressive,Belligerent,Boisterous,Negative,Nervous/Jittery,Pulsing,Strong","Club/Dance,Death Metal,Heavy Metal",Alto-2_Mixed_Voice_and_Falsetto_Call_Me_Maybe_Paired_Speech_Group_0003.wav,Alto-2,"breathy, head voice","bright, airy, gentle",0.082,train
MT0005486154,"Bittersweet,Brooding,Dramatic,Earthy,Gentle,Intimate,Literate,Melancholy,Organic,Plaintive,Poignant,Refined,Reflective,Sophisticated,Warm,Wistful","Adult Alternative Pop/Rock,Alternative/Indie Rock,Contemporary Jazz,Singer/Songwriter",MT0005486154_vocals.wav,Joni Mitchell,"vibrato, legato","warm, gentle, breathy",0.972,train
MT0004861138,"Acerbic,Aggressive,Bitter,Bravado,Confrontational,Cynical/Sarcastic,Hostile,Malevolent,Menacing,Nocturnal,Ominous,Paranoid,Provocative,Snide,Street-Smart,Tense/Anxious,Thuggish,Uncompromising,Volatile,Witty","East Coast Rap,Gangsta Rap,Hardcore Rap",F1-Yellow-Rock-抒情43.wav,F1,"vibrato, head voice","gentle, clear, breathy",0.095,train
MT0001202986,"Bright,Celebratory,Cheerful,Energetic,Fun,Lively,Playful,Rollicking,Rousing,Swaggering,Warm","Early Pop/Rock,Rock & Roll,Rockabilly,Traditional Country",Alto-2_Pharyngeal_My_Heart_Will_Go_On_Pharyngeal_Group_0001.wav,Alto-2,"Vibrato, Legato","Gentle, Clear, Soft",0.082,train
MT0002920876,"Amiable/Good-Natured,Calm/Peaceful,Earnest,Laid-Back/Mellow,Reflective,Relaxed,Sentimental,Soothing,Warm,Weary,Yearning","Adult Contemporary,Contemporary Pop/Rock,Country-Rock,Soft Rock",F1-IDreamedADream-Musical-抒情力量30.wav,F1,"vibrato, belting","warm, bright, clear",0.385,train
MT0001115644,"Detached,Dramatic,Earnest,Earthy,Gentle,Gloomy,Intimate,Lazy,Melancholy,Nocturnal,Plaintive,Refined,Reflective,Relaxed,Reserved,Rustic,Sentimental,Smooth,Soft/Quiet,Somber,Street-Smart,Warm,Weary,Yearning","Contemporary Country,New Traditionalist",MT0001115644_vocals.wav,Doug Stone,"vibrato, belting","warm, soulful, clear",0.982,train
MT0004500770,"Anguished/Distraught,Autumnal,Bittersweet,Brooding,Dramatic,Earnest,Gentle,Gloomy,Innocent,Intimate,Light,Melancholy,Plaintive,Poignant,Refined,Reflective,Sad,Searching,Sentimental,Smooth,Soothing,Sweet,Warm,Wistful,Yearning","Torch Songs,Traditional Pop,Vocal Pop",Alto-1_Pharyngeal_love_stroy_Paired_Speech_Group_0001.wav,Alto-1,"vibrato, head voice","bright, gentle, clear",0.325,train
MT0007057303,"Celebratory,Lively,Nocturnal,Playful,Sexy,Stylish","Club/Dance,Dance-Pop,Urban",F4-BlankSpace-Pop-抒情36.wav,F4,"breathy, vibrato","airy, gentle, soft",0.215,train
MT0004867564,"Amiable/Good-Natured,Calm/Peaceful,Delicate,Earnest,Earthy,Elegant,Freewheeling,Gentle,Innocent,Intimate,Laid-Back/Mellow,Literate,Passionate,Pastoral,Plaintive,Poignant,Precious,Refined,Reflective,Relaxed,Reverent,Searching,Self-Conscious,Soothing,Sparse,Spiritual,Stylish,Warm,Wistful,Yearning","Gospel,Instrumental Gospel,Traditional Gospel",F3-Memory-OperaMusical-抒情14.wav,F3,"vibrato, legato","warm, gentle, clear",0.983,train
MT0001680969,"Aggressive,Boisterous,Brash,Confident,Earthy,Fiery,Freewheeling,Humorous,Laid-Back/Mellow,Provocative,Rousing,Witty","Alternative Rap,Underground Rap",Alto-1_Glissando_trouble_is_a_friend_Paired_Speech_Group_0012.wav,Alto-1,"spoken-word, simple phrasing","gentle, airy, smooth",0.125,train
MT0007573212,"Aggressive,Belligerent,Lively,Negative,Nervous/Jittery,Pulsing,Strong","Black Metal,Death Metal,Heavy Metal",Alto-1_Mixed_Voice_and_Falsetto_yesterday_once_more_Control_Group_0015.wav,Alto-1,"vibrato, legato","gentle, clear, bright",0.045,train
MT0008223344,"Dreamy,Lonely,Nostalgic,Pulsing,Sad,Sentimental,Yearning",Swing,F1-WhatWasAWomanToDo-Children-正常快乐19.wav,F1,"vibrato, sustained notes, clear diction","bright, clear, gentle",0.325,train
MT0028694655,"Autumnal,Carefree,Laid-Back/Mellow,Light,Pastoral,Plaintive,Reflective,Relaxed,Restrained,Romantic,Sentimental,Soothing,Sweet,Warm","Big Band,Instrumental Pop,Sweet Bands",MT0028694655_vocals.wav,Harry James,"vibrato, head voice","warm, gentle, bright",0.112,train
MT0006232679,"Dramatic,Earnest,Gentle,Gutsy,Nocturnal,Passionate,Plaintive,Reflective,Romantic,Rousing,Searching,Sensual,Sentimental,Smooth,Stylish,Wistful,Yearning","Adult Contemporary,Dance-Pop,Latin Dance,Latin Pop",F3-journey-Pop-抒情54.wav,F3,"vibrato, legato","gentle, soft, airy",0.133,train
MT0013751364,"Street-Smart,Rebellious",,Tenor-1_Glissando_Million_Reasons_Paired_Speech_Group_0008.wav,Tenor-1,"sustained, legato","smooth, full, mellow",0.067,train
MT0028798502,"Calm/Peaceful,Delicate,Elegant,Gentle,Intimate,Light,Organic,Pastoral,Refined,Relaxed,Reserved,Smooth,Soft/Quiet,Soothing,Sparse,Warm","Contemporary Jazz,Crossover Jazz,Instrumental Pop,Smooth Jazz",Alto-2_Mixed_Voice_and_Falsetto_God_is_A_Girl_Mixed_Voice_Group_0006.wav,Alto-2,"vibrato, legato","gentle, bright, clear",0.945,train
MT0011510700,"Aggressive,Bravado,Confident,Exciting,Fiery,Rollicking,Rousing,Swaggering","Aussie Rock,Punk,Punk/New Wave",F1-LetItGo-Opera-正常61.wav,F1,"vibrato, belting","clear, bright, powerful",0.215,train
MT0006164654,"Atmospheric,Austere,Bright,Circular,Earnest,Earthy,Ethereal,Gentle,Intimate,Joyous,Laid-Back/Mellow,Literate,Organic,Plaintive,Reflective,Sparkling,Warm,Wistful,Yearning","Folk-Rock,Folk Revival,Psychedelic/Garage",Alto-1_Mixed_Voice_and_Falsetto_la_vie_en_rose_Paired_Speech_Group_0002.wav,Alto-1,"vibrato, legato","gentle, bright",0.125,train
MT0011328325,"Brash,Confrontational,Cynical/Sarcastic,Nihilistic,Outrageous,Provocative,Quirky,Rebellious,Reckless,Rowdy,Snide,Swaggering,Theatrical,Trashy,Visceral,Volatile","Alternative/Indie Rock,American Underground,Punk,Punk/New Wave",Alto-2_Vibrato_Safe_and_Sound_Control_Group_0003.wav,Alto-2,"vibrato, legato","warm, gentle, bright",0.042,train
MT0006171393,"Ambitious,Austere,Cerebral,Clinical,Complex,Detached,Eccentric,Indulgent,Literate,Plaintive,Quirky,Refined,Restrained,Somber","Alternative/Indie Rock,Experimental,Experimental Rock,Mixed Media,Prog-Rock",M1-FatherAndSon-FolkRock-正常22.wav,M1,"vibrato, legato","warm, gentle, clear",0.052,train
MT0033974184,"Aggressive,Angry,Bitter,Brash,Clinical,Confident,Confrontational,Harsh,Intense,Literate,Outrageous,Provocative,Raucous,Reckless,Stylish,Trippy,Visceral,Volatile,Witty","Alternative Rap,Underground Rap",Alto-2_Mixed_Voice_and_Falsetto_Five_Hundred_Miles_Falsetto_Group_0008.wav,Alto-2,"vibrato, legato, sustained notes","gentle, clear, bright",0.152,train
MT0000027422,"Agreeable,Dreamy,Lonely,Restrained,Romantic,Strong,Yearning","Album Rock,Contemporary Pop/Rock,Prog-Rock",Alto-2_Vibrato_What_Are_Words_Control_Group_0004.wav,Alto-2,"Vibrato, Head voice, Legato","Gentle, Clear, Airy",0.635,train
MT0005652563,"Aggressive,Angry,Brash,Cathartic,Confrontational,Energetic,Fiery,Harsh,Hostile,Intense,Irreverent,Knotty,Provocative,Raucous,Rebellious,Rowdy,Street-Smart,Swaggering,Volatile","Hardcore Punk,Heavy Metal,Punk,Punk Metal,Punk/New Wave",Tenor-1_Pharyngeal_What_Was_I_Made_For？_Pharyngeal_Group_0004.wav,Tenor-1,"vibrato, melodic phrasing, strained delivery","raw, clear, emotive",0.125,train
MT0003617309,"Agreeable,Cheerful,Euphoric,Optimistic,Positive,Strong,Thrilling","Adult Contemporary,Contemporary Pop/Rock",F1-CityOfStars-Children-快乐02.wav,F1,"vibrato, legato","gentle, airy, clear",0.152,train
MT0026520343,"Aggressive,Angst-Ridden,Anguished/Distraught,Brash,Cathartic,Confrontational,Dramatic,Earnest,Energetic,Fiery,Intense,Raucous,Rebellious,Reckless,Searching,Slick,Swaggering,Tense/Anxious,Uncompromising,Urgent,Volatile","Alternative Metal,Heavy Metal,Industrial Metal",Alto-2_Mixed_Voice_and_Falsetto_All_of_Me_Control_Group_0006.wav,Alto-2,"vibrato, sustained notes","clear, bright, smooth",0.385,train
MT0033841575,"Happy,Lively,Optimistic,Pulsing,Rousing,Strong,Swinging","Club/Dance,Contemporary Pop/Rock",F2-ThinkOfMe-ChineseFolk-抒情13.wav,F2,"vibrato, legato","gentle, warm, clear",0.115,train
MT0014472963,"Aggressive,Brooding,Eerie,Intense,Messy,Nocturnal,Ominous,Paranoid,Reflective,Somber,Stylish","Alternative Rap,Underground Rap",Alto-1_Glissando_tell_me_that_you_love_me_Paired_Speech_Group_0006.wav,Alto-1,"vibrato, legato, smooth phrasing","smooth, clear, husky",0.882,train
MT0007043936,"Dreamy,Lonely,Romantic,Sad,Yearning","Film Music,Soundtracks",M2-AWholeNewWorld-Pop-夸张01.wav,M2,"vibrato, falsetto, legato","gentle, clear, warm",0.375,train
MT0000151451,"Calm/Peaceful,Dreamy,Restrained,Romantic,Serious,Yearning","Central European Traditions,Folk-Rock,German,Psychedelic/Garage",Tenor-1_Mixed_Voice_and_Falsetto_Young_and_Beautiful_Falsetto_Group_0004.wav,Tenor-1,"falsetto, vibrato","gentle, breathy, warm",0.385,train
MT0005451258,"Aggressive,Amiable/Good-Natured,Boisterous,Brash,Brassy,Bright,Celebratory,Confident,Dramatic,Energetic,Exciting,Exuberant,Giddy,Joyous,Lively,Manic,Rousing,Smooth,Sophisticated,Spicy,Stylish,Warm","Afro-Cuban Jazz,Big Band,Cuban Traditions,Latin Big Band,Latin Jazz,Mambo,World Fusion",F1-LetItGo-Opera-正常23.wav,F1,"vibrato, belting","bright, clear, powerful",0.175,train
MT0004290389,"Ambitious,Atmospheric,Bitter,Brooding,Cerebral,Cold,Complex,Dramatic,Eccentric,Literate,Melancholy,Nocturnal,Plaintive,Quirky,Reflective,Searching,Sophisticated,Wistful","Alternative Pop/Rock,Alternative/Indie Rock,Chamber Pop,Indie Pop,Punk/New Wave,Synth Pop",MT0004290389_vocals.wav,Momus,"vibrato, breathy, falsetto","gentle, clear, airy",0.856,train
MT0004263301,"Delicate,Detached,Elegant,Gentle,Innocent,Intimate,Melancholy,Pastoral,Refined,Reflective,Relaxed,Reserved,Romantic,Searching,Sensual,Sentimental,Smooth,Somber,Warm,Weary,Yearning","Contemporary Country,New Traditionalist",Alto-1_Mixed_Voice_and_Falsetto_let_it_go_Mixed_Voice_Group_0007.wav,Alto-1,"vibrato, projection","bright, gentle, clear",0.275,train
MT0003688494,"Ambitious,Confident,Dramatic,Earnest,Earthy,Elaborate,Exuberant,Freewheeling,Joyous,Literate,Nostalgic,Passionate,Pastoral,Plaintive,Poignant,Precious,Reverent,Searching,Self-Conscious,Sophisticated,Spiritual,Sprawling,Warm","Armenian Folk,Central/West Asian Traditions,Chants,Modal Music,Progressive Jazz,Standards",MT0003688494_vocals.wav,Jan Garbarek,"vibrato, glissando, sustained notes","ethereal, airy, bright",0.11,train
MT0028228337,"Confident,Earnest,Earthy,Hypnotic,Poignant,Reverent,Spiritual",Roots Reggae,Alto-1_Glissando_tell_me_that_you_love_me_Paired_Speech_Group_0009.wav,Alto-1,"vibrato, legato","bright, gentle, clear",0.345,train
MT0005850999,"Bittersweet,Bright,Earnest,Hypnotic,Light,Lively,Plaintive,Reflective,Searching,Slick,Smooth,Spiritual,Yearning",Roots Reggae,Alto-2_Glissando_My_Heart_Will_Go_On_Control_Group_0010.wav,Alto-2,"vibrato, legato, breath control","warm, gentle, clear",0.315,train
MT0001899867,"Carefree,Freewheeling,Lively,Lush,Passionate,Playful,Romantic,Sensual,Sexy,Sparkling,Stylish","Contemporary R&B,Urban",Alto-2_Mixed_Voice_and_Falsetto_You_Raise_Me_Up_Control_Group_0003.wav,Alto-2,"vibrato, gentle phrasing","gentle, clear, light",0.125,train
MT0011558921,"Brassy,Bravado,Celebratory,Confident,Energetic,Exciting,Freewheeling,Fun,Gritty,Nocturnal,Playful,Raucous,Rebellious,Rollicking,Rousing,Swaggering","Blues-Rock,British Blues,British Invasion,Hard Rock,Regional Blues,Rock & Roll",F3-IKissedAGirl-Children-甜美22.wav,F3,"vibrato, legato","gentle, bright, clear",0.185,train
MT0032768122,"Boisterous,Carefree,Cheerful,Confident,Elegant,Energetic,Exuberant,Freewheeling,Fun,Joyous,Lively,Playful,Rousing,Sophisticated,Stylish,Whimsical,Witty","Vocal Jazz,Vocalese",Alto-1_Pharyngeal_clouds_Paired_Speech_Group_0006.wav,Alto-1,"vibrato, legato","warm, gentle, clear",0.315,train
MT0015896210,"Bright,Celebratory,Cheerful,Energetic,Fun,Happy,Joyous,Lively,Rousing,Summery","Dominican Traditions,Merengue,Tropical",Alto-1_Mixed_Voice_and_Falsetto_yesterday_once_more_Mixed_Voice_Group_0000.wav,Alto-1,"vibrato, smooth delivery","warm, gentle, clear",0.125,train
MT0012096485,"Amiable/Good-Natured,Boisterous,Carefree,Celebratory,Cheerful,Confident,Earthy,Energetic,Exuberant,Freewheeling,Fun,Happy,Joyous,Lively,Playful,Rambunctious","Dixieland,Early Jazz,New Orleans Jazz",Tenor-1_Breathy_Stay_Breathy_Group_0009.wav,Tenor-1,"vibrato, falsetto, legato","warm, gentle, smooth",0.35,train
MT0008425616,"Aggressive,Belligerent,Lively,Negative,Nervous/Jittery,Pulsing","Death Metal,Heavy Metal",Tenor-1_Breathy_Long_Live_Paired_Speech_Group_0001.wav,Tenor-1,"vibrato, legato, breathy","gentle, clear, light",0.082,train
MT0007401605,"Aggressive,Belligerent,Gloomy,Lively,Negative,Nervous/Jittery,Pulsing,Strong","Black Metal,Club/Dance,Death Metal,Heavy Metal",MT0007401605_vocals.wav,Lamb of God,"screaming, harsh vocals, growling","raspy, aggressive, powerful",0.995,train
MT0004068560,"Aggressive,Belligerent,Boisterous,Lively,Negative,Nervous/Jittery,Pulsing,Strong","Club/Dance,Death Metal,Heavy Metal",Tenor-1_Mixed_Voice_and_Falsetto_Rolling_in_the_Deep_Mixed_Voice_Group_0004.wav,Tenor-1,"vibrato, falsetto","smooth, gentle, clear",0.082,train
MT0003732702,"Agreeable,Calm/Peaceful,Dreamy,Positive,Pulsing,Romantic,Sentimental","Alternative/Indie Rock,Film Music,Lo-Fi,Soundtracks,Swing",Alto-2_Breathy_All_of_Me_Breathy_Group_0003.wav,Alto-2,"straight-tone, breathy","light, thin, gentle",0.175,train
MT0008794071,"Amiable/Good-Natured,Calm/Peaceful,Cheerful,Earnest,Earthy,Gentle,Laid-Back/Mellow,Organic,Reflective,Sentimental,Soothing","Christmas,Holidays,Vocal Pop",F4-LetItBe-Pop-力量08.wav,F4,"vibrato, legato","warm, clear, gentle",0.285,train
MT0006846075,"Carefree,Delicate,Dramatic,Elegant,Intimate,Nocturnal,Refined,Relaxed,Romantic,Smooth,Sophisticated,Spicy,Stylish,Warm","Traditional Pop,Vocal Jazz,Vocal Pop",Alto-1_Glissando_my_love_Paired_Speech_Group_0008.wav,Alto-1,"vibrato, legato","warm, gentle",0.215,train
MT0001765726,"Bittersweet,Calm/Peaceful,Confident,Dramatic,Earnest,Elegant,Exuberant,Gentle,Intimate,Passionate,Plaintive,Poignant,Refined,Reflective,Romantic,Sensual,Sentimental,Soothing,Sophisticated,Stylish,Theatrical,Wistful,Yearning","Adult Contemporary,Cast Recordings,Show Tunes,Soft Rock",F1-Paparazzi-JazzPop-力量08.wav,F1,"belting, vibrato","bright, youthful",0.125,train
MT0031868141,"Happy,Romantic,Rousing",Latin Pop,Alto-1_Vibrato_if_you_love_me_for_me_Vibrato_Group_0008.wav,Alto-1,"vibrato, sustained tones","gentle, bright, clear",0.315,train
MT0011842354,"Dramatic,Earnest,Gentle,Innocent,Intimate,Knotty,Melancholy,Plaintive,Refined,Reflective,Reserved,Sad,Slick,Smooth,Somber,Sophisticated,Stylish,Theatrical,Weary,Wistful,Yearning","Country-Pop,Early Pop/Rock",Alto-1_Mixed_Voice_and_Falsetto_all_is_found_Paired_Speech_Group_0005.wav,Alto-1,"vibrato, controlled, legato","clear, gentle, smooth",0.733,train
MT0032760813,"Bittersweet,Gentle,Intimate,Laid-Back/Mellow,Lush,Poignant,Reflective,Romantic,Sentimental,Warm,Wistful","Album Rock,Blue-Eyed Soul,Contemporary Pop/Rock,Soul",Alto-2_Glissando_Fly_Me_to_the_Moon_Paired_Speech_Group_0005.wav,Alto-2,"Vibrato, Legato","Warm, Gentle, Clear",0.385,train
MT0002858390,"Carefree,Cheerful,Elegant,Fun,Intimate,Laid-Back/Mellow,Playful,Poignant,Refined,Relaxed,Restrained,Sentimental,Smooth,Warm","Christmas,Traditional Pop,Vocal Jazz,Vocal Pop",Alto-1_Vibrato_my_heart_will_go_on_Paired_Speech_Group_0004.wav,Alto-1,"vibrato, legato","gentle, clear, bright",0.215,train
MT0000268576,"Brooding,Calm/Peaceful,Laid-Back/Mellow,Refined,Reflective,Relaxed,Sad,Slick,Smooth,Soft/Quiet,Soothing,Stylish","Adult Contemporary,Contemporary Pop/Rock",MT0000268576_vocals.wav,Eric Clapton,"vibrato, rasp","husky, warm, soulful",0.98,train
A073-143,,,A073-143_vocals.wav,James Morrison,"vibrato, falsetto","warm, gentle, bright",0.972,train
MT0032061091,"Celebratory, Cheerful, Energetic, Exciting, Freewheeling, Fun, Innocent, Lively, Playful, Rollicking, Rousing","Rock & Roll, Rockabilly",Alto-2_Mixed_Voice_and_Falsetto_A_Thousand_Years_Control_Group_0007.wav,Alto-2,"vibrato, belting","warm, gentle, bright",0.285,train
MT0003129858,"Bleak,Brooding,Clinical,Cold,Detached,Eerie,Gloomy,Hypnotic,Nocturnal,Ominous,Somber,Trippy","Alternative/Indie Rock,Ambient,Experimental,Industrial",MT0003129858_vocals.wav,Controlled Bleeding,"sustained notes, head voice, breath control","ethereal, airy, gentle",0.983,train
MT0000048600,Sentimental,,Tenor-1_Vibrato_Million_Reasons_Vibrato_Group_0008.wav,Tenor-1,"fast vibrato, falsetto","bright, reedy, gentle",0.133,train
MT0030484925,"Confident,Energetic,Exciting,Passionate,Rousing,Sexy,Swaggering","Blue-Eyed Soul,Soul,Soul-Blues",Tenor-1_Mixed_Voice_and_Falsetto_Exile_Falsetto_Group_0000.wav,Tenor-1,"falsetto, vibrato","airy, gentle",0.125,train
MT0005804191,"Agreeable,Calm/Peaceful,Optimistic,Positive,Pulsing,Sensual,Striding",Soul,MT0005804191_vocals.wav,Toots & the Maytals,"vibrato, belting, grit","husky, powerful, soulful",0.982,train
MT0007594485,"Anguished/Distraught,Bitter,Bleak,Dramatic,Earthy,Gritty,Gutsy,Intense,Intimate,Passionate,Reflective,Self-Conscious,Weary,Yearning","Early R&B,New Orleans Blues,New Orleans R&B,Regional Blues",Tenor-1_Mixed_Voice_and_Falsetto_Sparks_Fly_Falsetto_Group_0001.wav,Tenor-1,"vibrato, falsetto","clear, gentle, bright",0.152,train
MT0010485603,"Atmospheric,Earthy,Elegant,Melancholy,Organic,Passionate,Refined,Reserved,Restrained,Soft/Quiet,Soothing,Warm,Weary,Yearning","Jazz Blues,Urban Blues",F1-StJamesInfirmary-Jazz-力量34.wav,F1,"vibrato, melisma","bright, airy, gentle",0.215,train
MT0008700460,"Bitter,Bleak,Bravado,Cold,Confident,Confrontational,Hostile,Nocturnal,Ominous,Rebellious,Snide,Street-Smart,Tense/Anxious,Thuggish,Uncompromising,Visceral,Volatile","Gangsta Rap,Hardcore Rap,Southern Rap",M2-AnyDreamWillDo-Pop-正常12.wav,M2,"vibrato, head voice","warm, clear, gentle",0.075,train
MT0005537590,"Calm/Peaceful,Cerebral,Earnest,Elegant,Gentle,Laid-Back/Mellow,Literate,Nocturnal,Organic,Passionate,Refined,Reflective,Searching,Self-Conscious,Smooth,Sophisticated,Spiritual,Stylish","Alternative Rap,Jazz-Rap,Midwest Rap,Underground Rap",MT0005537590_vocals.wav,Bilal,"flow, rhythmic, articulation","husky, confident, raspy",0.988,train
MT0006751087,"Aggressive,Angry,Brooding,Rebellious","Heavy Metal,Industrial Metal",Alto-1_Breathy_sleepyhead_Control_Group_0006.wav,Alto-1,"vibrato, head voice","gentle, clear, light",0.075,train
MT0000413173,"Bitter,Bleak,Brooding,Dramatic,Gloomy,Melancholy,Plaintive,Reflective,Sad,Weary,Yearning","American Popular Song,Tin Pan Alley Pop,Traditional Pop,Vocal Jazz",MT0000413173_vocals.wav,Mildred Bailey,"vibrato, chest voice","warm, husky, resonant",0.992,train
